Date,btcPrice
10/6/2013,121.7
10/5/2013,121.1
10/4/2013,121.3
10/3/2013,116.8
10/2/2013,99.8
10/1/2013,125.5
9/30/2013,123.1
9/29/2013,125.2
9/28/2013,124.8
9/27/2013,123.5
9/26/2013,123.5
9/25/2013,123.4
9/24/2013,122.5
9/23/2013,122.2
9/22/2013,122.7
9/21/2013,122.6
9/20/2013,122.9
9/19/2013,124.2
9/18/2013,126.3
9/17/2013,126
9/16/2013,125.1
9/15/2013,124.6
9/14/2013,124.1
9/13/2013,126.5
9/12/2013,125.8
9/11/2013,125.4
9/10/2013,121.5
9/9/2013,120
9/8/2013,116.6
9/7/2013,119.1
9/6/2013,116.3
9/5/2013,120.5
9/4/2013,120.6
9/3/2013,127.6
9/2/2013,127.4
9/1/2013,128.3
8/31/2013,129.5
8/30/2013,123.2
8/29/2013,117.5
8/28/2013,117.6
8/27/2013,117.4
8/26/2013,112.2
8/25/2013,111.8
8/24/2013,108.7
8/23/2013,107.6
8/22/2013,109.7
8/21/2013,111.4
8/20/2013,105
8/19/2013,102.3
8/18/2013,98.8
8/17/2013,99.6
8/16/2013,98.3
8/15/2013,97.5
8/14/2013,98
8/13/2013,97.9
8/12/2013,95.1
8/11/2013,94.2
8/10/2013,93.3
8/9/2013,93.4
8/8/2013,94.8
8/7/2013,96.9
8/6/2013,97.1
8/5/2013,96.9
8/4/2013,96.6
8/3/2013,96.7
8/2/2013,97.2
8/1/2013,96.4
7/31/2013,97.9
7/30/2013,96.3
7/29/2013,93.3
7/28/2013,92.1
7/27/2013,89.1
7/26/2013,90.6
7/25/2013,89.4
7/24/2013,87.5
7/23/2013,86.9
7/22/2013,86.1
7/21/2013,85.5
7/20/2013,85.7
7/19/2013,85.8
7/18/2013,85.4
7/17/2013,90.5
7/16/2013,92.7
7/15/2013,93.1
7/14/2013,90.4
7/13/2013,91.4
7/12/2013,88.5
7/11/2013,91.2
7/10/2013,84.5
7/9/2013,74.2
7/8/2013,74.6
7/7/2013,72.5
7/6/2013,66.8
7/5/2013,66.3
7/4/2013,77.7
7/3/2013,76.9
7/2/2013,87.7
7/1/2013,84.6
6/30/2013,97.5
6/29/2013,95
6/28/2013,94.7
6/27/2013,101.7
6/26/2013,104
6/25/2013,103.3
6/24/2013,102.1
6/23/2013,107.9
6/22/2013,108.2
6/21/2013,109.5
6/20/2013,111.3
6/19/2013,108.3
6/18/2013,107.3
6/17/2013,101.9
6/16/2013,99.9
6/15/2013,99.8
6/14/2013,100
6/13/2013,103.9
6/12/2013,108.8
6/11/2013,109
6/10/2013,106.3
6/9/2013,100.4
6/8/2013,107.9
6/7/2013,111
6/6/2013,119
6/5/2013,121.9
6/4/2013,121.4
6/3/2013,120.7
6/2/2013,122.5
6/1/2013,129.3
5/31/2013,128.8
5/30/2013,128.8
5/29/2013,132.3
5/28/2013,129
5/27/2013,129.8
5/26/2013,133.5
5/25/2013,132
5/24/2013,133.1
5/23/2013,126.3
5/22/2013,123.8
5/21/2013,122.9
5/20/2013,122
5/19/2013,122.5
5/18/2013,123.2
5/17/2013,123.5
5/16/2013,118.2
5/15/2013,114.2
5/14/2013,111.4
5/13/2013,118
5/12/2013,114.8
5/11/2013,115.6
5/10/2013,117.7
5/9/2013,112.8
5/8/2013,113.2
5/7/2013,109.6
5/6/2013,112.3
5/5/2013,116
5/4/2013,112.9
5/3/2013,98.1
5/2/2013,106.3
5/1/2013,116.4
4/30/2013,139.2
4/29/2013,144
4/28/2013,134.4
4/27/2013,128
4/26/2013,136.9
4/25/2013,141.7
4/24/2013,154.2
4/23/2013,143.5
4/22/2013,127.4
4/21/2013,119.2
4/20/2013,126.6
4/19/2013,118.5
4/18/2013,109
4/17/2013,93.1
4/16/2013,68.4
4/15/2013,82.4
4/14/2013,90
4/13/2013,93
4/12/2013,117
4/11/2013,124.9
4/10/2013,165
4/9/2013,230
4/8/2013,187.5
4/7/2013,162.3
4/6/2013,142.6
4/5/2013,142.3
4/4/2013,132.1
4/3/2013,135
4/2/2013,118
4/1/2013,104
3/31/2013,93
3/30/2013,92.2
3/29/2013,90.5
3/28/2013,86.2
3/27/2013,88.9
3/26/2013,78.5
3/25/2013,73.6
3/24/2013,71.5
3/23/2013,64.3
3/22/2013,69.9
3/21/2013,70.8
3/20/2013,64.5
3/19/2013,59.1
3/18/2013,51.6
3/17/2013,47.4
3/16/2013,47
3/15/2013,47
3/14/2013,47.2
3/13/2013,46.9
3/12/2013,44.3
3/11/2013,48.4
3/10/2013,46
3/9/2013,46.8
3/8/2013,44.2
3/7/2013,42
3/6/2013,41
3/5/2013,40.3
3/4/2013,36.2
3/3/2013,34.5
3/2/2013,34.3
3/1/2013,34.5
2/28/2013,33.4
2/27/2013,30.9
2/26/2013,31.1
2/25/2013,30.4
2/24/2013,29.9
2/23/2013,29.8
2/22/2013,30.3
2/21/2013,29.8
2/20/2013,29.6
2/19/2013,29.4
2/18/2013,27
2/17/2013,26.8
2/16/2013,27.2
2/15/2013,27.1
2/14/2013,27.2
2/13/2013,24.2
2/12/2013,25.2
2/11/2013,24.6
2/10/2013,24
2/9/2013,23.6
2/8/2013,22.7
2/7/2013,22.1
2/6/2013,21.2
2/5/2013,20.6
2/4/2013,20.4
2/3/2013,20.6
2/2/2013,19.6
2/1/2013,20.5
1/31/2013,20.4
1/30/2013,19.7
1/29/2013,19.5
1/28/2013,18.7
1/27/2013,17.8
1/26/2013,17.9
1/25/2013,17.4
1/24/2013,16.9
1/23/2013,17.5
1/22/2013,17.3
1/21/2013,16.8
1/20/2013,15.7
1/19/2013,15.6
1/18/2013,15.7
1/17/2013,15.5
1/16/2013,14.7
1/15/2013,14.3
1/14/2013,14.3
1/13/2013,14.1
1/12/2013,14.2
1/11/2013,14.1
1/10/2013,14.1
1/9/2013,13.8
1/8/2013,13.7
1/7/2013,13.6
1/6/2013,13.4
1/5/2013,13.4
1/4/2013,13.5
1/3/2013,13.4
1/2/2013,13.3
1/1/2013,13.3
12/31/2012,13.5
12/30/2012,13.4
12/29/2012,13.4
12/28/2012,13.4
12/27/2012,13.4
12/26/2012,13.5
12/25/2012,13.4
12/24/2012,13.4
12/23/2012,13.3
12/22/2012,13.4
12/21/2012,13.5
12/20/2012,13.5
12/19/2012,13.6
12/18/2012,13.3
12/17/2012,13.3
12/16/2012,13.3
12/15/2012,13.5
12/14/2012,13.6
12/13/2012,13.7
12/12/2012,13.7
12/11/2012,13.6
12/10/2012,13.4
12/9/2012,13.4
12/8/2012,13.4
12/7/2012,13.5
12/6/2012,13.3
12/5/2012,13.4
12/4/2012,13.4
12/3/2012,12.7
12/2/2012,12.5
12/1/2012,12.6
11/30/2012,12.6
11/29/2012,12.4
11/28/2012,12.4
11/27/2012,12.2
11/26/2012,12.3
11/25/2012,12.5
11/24/2012,12.4
11/23/2012,12.3
11/22/2012,12.4
11/21/2012,11.8
11/20/2012,11.7
11/19/2012,11.8
11/18/2012,11.6
11/17/2012,11.8
11/16/2012,11.8
11/15/2012,11.2
11/14/2012,10.9
11/13/2012,10.9
11/12/2012,11
11/11/2012,10.9
11/10/2012,10.9
11/9/2012,10.8
11/8/2012,10.9
11/7/2012,10.9
11/6/2012,10.9
11/5/2012,10.8
11/4/2012,10.8
11/3/2012,10.6
11/2/2012,10.5
11/1/2012,10.6
10/31/2012,11.2
10/30/2012,10.9
10/29/2012,10.6
10/28/2012,10.7
10/27/2012,10.3
10/26/2012,10.2
10/25/2012,10.9
10/24/2012,11.6
10/23/2012,11.6
10/22/2012,11.7
10/21/2012,11.6
10/20/2012,11.7
10/19/2012,11.7
10/18/2012,11.9
10/17/2012,11.8
10/16/2012,11.9
10/15/2012,11.8
10/14/2012,11.7
10/13/2012,11.9
10/12/2012,12
10/11/2012,12
10/10/2012,12.1
10/9/2012,11.9
10/8/2012,11.8
10/7/2012,11.8
10/6/2012,12.5
10/5/2012,12.7
10/4/2012,12.9
10/3/2012,12.9
10/2/2012,12.8
10/1/2012,12.4
9/30/2012,12.4
9/29/2012,12.4
9/28/2012,12.4
9/27/2012,12.3
9/26/2012,12.3
9/25/2012,12.2
9/24/2012,12.1
9/23/2012,12.2
9/22/2012,12.2
9/21/2012,12.4
9/20/2012,12.3
9/19/2012,12.6
9/18/2012,12.3
9/17/2012,11.9
9/16/2012,11.9
9/15/2012,11.8
9/14/2012,11.7
9/13/2012,11.4
9/12/2012,11.4
9/11/2012,11.3
9/10/2012,11.2
9/9/2012,11
9/8/2012,11
9/7/2012,11
9/6/2012,11.2
9/5/2012,11
9/4/2012,10.4
9/3/2012,10.5
9/2/2012,10.2
9/1/2012,10
8/31/2012,10.2
8/30/2012,10.8
8/29/2012,10.9
8/28/2012,10.9
8/27/2012,10.9
8/26/2012,10.6
8/25/2012,10.5
8/24/2012,10.6
8/23/2012,10.1
8/22/2012,9.8
8/21/2012,9.9
8/20/2012,10.1
8/19/2012,8
8/18/2012,11.6
8/17/2012,11.6
8/16/2012,13.5
8/15/2012,13.3
8/14/2012,12.2
8/13/2012,12
8/12/2012,11.6
8/11/2012,11.5
8/10/2012,11.4
8/9/2012,11.1
8/8/2012,11.1
8/7/2012,11.1
8/6/2012,10.9
8/5/2012,10.9
8/4/2012,11
8/3/2012,11
8/2/2012,10.5
8/1/2012,9.6
7/31/2012,9.4
7/30/2012,9.1
7/29/2012,8.7
7/28/2012,8.9
7/27/2012,8.9
7/26/2012,8.9
7/25/2012,8.8
7/24/2012,8.6
7/23/2012,8.4
7/22/2012,8.4
7/21/2012,8.9
7/20/2012,8.5
7/19/2012,8.9
7/18/2012,9.1
7/17/2012,8.8
7/16/2012,8.5
7/15/2012,7.6
7/14/2012,7.5
7/13/2012,7.7
7/12/2012,7.8
7/11/2012,7.2
7/10/2012,7.2
7/9/2012,7
7/8/2012,6.8
7/7/2012,6.8
7/6/2012,6.7
7/5/2012,6.7
7/4/2012,6.5
7/3/2012,6.4
7/2/2012,6.8
7/1/2012,6.6
6/30/2012,6.7
6/29/2012,6.7
6/28/2012,6.6
6/27/2012,6.7
6/26/2012,6.4
6/25/2012,6.3
6/24/2012,6.3
6/23/2012,6.4
6/22/2012,6.6
6/21/2012,6.7
6/20/2012,6.7
6/19/2012,6.5
6/18/2012,6.3
6/17/2012,6.2
6/16/2012,6.4
6/15/2012,6.5
6/14/2012,5.9
6/13/2012,5.9
6/12/2012,5.7
6/11/2012,5.6
6/10/2012,5.5
6/9/2012,5.6
6/8/2012,5.6
6/7/2012,5.6
6/6/2012,5.5
6/5/2012,5.4
6/4/2012,5.3
6/3/2012,5.2
6/2/2012,5.3
6/1/2012,5.3
5/31/2012,5.2
5/30/2012,5.1
5/29/2012,5.2
5/28/2012,5.1
5/27/2012,5.1
5/26/2012,5.1
5/25/2012,5.2
5/24/2012,5.1
5/23/2012,5.1
5/22/2012,5.1
5/21/2012,5.1
5/20/2012,5.1
5/19/2012,5.1
5/18/2012,5.1
5/17/2012,5.1
5/16/2012,5.1
5/15/2012,5
5/14/2012,5
5/13/2012,4.9
5/12/2012,4.9
5/11/2012,5
5/10/2012,4.8
5/9/2012,5
5/8/2012,5.1
5/7/2012,5.1
5/6/2012,5.1
5/5/2012,5.1
5/4/2012,5.1
5/3/2012,5.1
5/2/2012,5.1
5/1/2012,5
4/30/2012,4.9
4/29/2012,4.9
4/28/2012,5
4/27/2012,5.1
4/26/2012,5.1
4/25/2012,5.1
4/24/2012,5.1
4/23/2012,5
4/22/2012,5.2
4/21/2012,5.3
4/20/2012,5.3
4/19/2012,5.1
4/18/2012,5.1
4/17/2012,5
4/16/2012,4.9
4/15/2012,5
4/14/2012,5
4/13/2012,4.9
4/12/2012,4.9
4/11/2012,4.9
4/10/2012,4.8
4/9/2012,4.9
4/8/2012,4.8
4/7/2012,4.7
4/6/2012,4.9
4/5/2012,4.9
4/4/2012,4.9
4/3/2012,4.9
4/2/2012,5
4/1/2012,4.8
3/31/2012,4.9
3/30/2012,4.9
3/29/2012,4.8
3/28/2012,4.8
3/27/2012,4.8
3/26/2012,4.6
3/25/2012,4.6
3/24/2012,4.7
3/23/2012,4.7
3/22/2012,4.7
3/21/2012,4.8
3/20/2012,4.8
3/19/2012,4.7
3/18/2012,5.3
3/17/2012,5.2
3/16/2012,5.3
3/15/2012,5.3
3/14/2012,5.4
3/13/2012,5.3
3/12/2012,4.9
3/11/2012,4.9
3/10/2012,4.8
3/9/2012,4.9
3/8/2012,4.9
3/7/2012,4.9
3/6/2012,5
3/5/2012,5
3/4/2012,4.8
3/3/2012,4.6
3/2/2012,4.7
3/1/2012,4.9
2/29/2012,4.9
2/28/2012,4.9
2/27/2012,5
2/26/2012,4.9
2/25/2012,4.8
2/24/2012,5
2/23/2012,5
2/22/2012,4.4
2/21/2012,4.3
2/20/2012,4.4
2/19/2012,4.4
2/18/2012,4.2
2/17/2012,4.4
2/16/2012,4.3
2/15/2012,4.3
2/14/2012,4.5
2/13/2012,5.3
2/12/2012,5.5
2/11/2012,5.6
2/10/2012,5.9
2/9/2012,5.8
2/8/2012,5.6
2/7/2012,5.7
2/6/2012,5.4
2/5/2012,5.7
2/4/2012,5.9
2/3/2012,6
2/2/2012,6.1
